"","Sample.1","Sample.2","Sample.3","Sample.4"
"PG 30:1",NA,NA,NA,NA
"PG 30:0",NA,NA,NA,NA
"PG O-32:1",NA,NA,NA,NA
"PG O-32:0",NA,NA,NA,NA
"PG 32:2",NA,NA,NA,NA
"PG 32:1",NA,NA,NA,NA
"PG 32:0",NA,NA,NA,NA
"PG O-34:2",NA,NA,NA,NA
"PG O-34:1",NA,NA,NA,NA
"PG O-34:0",NA,NA,NA,NA
"PG 34:3",NA,NA,NA,NA
"PG 34:2",NA,NA,NA,NA
"PG 34:1",NA,NA,NA,NA
"PG 34:0",NA,NA,NA,NA
"PG O-36:2",NA,NA,NA,NA
"PG O-36:1",NA,NA,NA,NA
"PG 36:4",NA,NA,NA,NA
"PG 36:3",NA,NA,NA,NA
"PG 36:2",NA,NA,NA,NA
"PG 36:1",NA,NA,NA,NA
"PG 38:6",NA,NA,NA,NA
"PG 38:5",NA,NA,NA,NA
"PG 38:4",NA,NA,NA,NA
"PG 38:3",NA,NA,NA,NA
"PG 38:2",NA,NA,NA,NA
