"","Sample.1","Sample.2","Sample.3","Sample.4"
"TAG 44:0",NA,NA,NA,NA
"TAG 44:1",NA,NA,NA,NA
"TAG 45:0",NA,NA,NA,NA
"TAG 46:0",NA,NA,NA,NA
"TAG 46:1",NA,NA,NA,NA
"TAG 46:2",NA,NA,NA,NA
"TAG 47:0",NA,NA,NA,NA
"TAG 47:1",NA,NA,NA,NA
"TAG 48:0",NA,NA,NA,NA
"TAG 48:1",NA,NA,NA,NA
"TAG 48:2",NA,NA,NA,NA
"TAG 48:3",NA,NA,NA,NA
"TAG 49:0",NA,NA,NA,NA
"TAG 49:1",NA,NA,NA,NA
"TAG 49:2",NA,NA,NA,NA
"TAG 50:0",NA,NA,NA,NA
"TAG 50:1",NA,NA,NA,NA
"TAG 50:2",NA,NA,NA,NA
"TAG 50:3",NA,NA,NA,NA
"TAG 51:0",NA,NA,NA,NA
"TAG 51:1",NA,NA,NA,NA
"TAG 51:2",NA,NA,NA,NA
"TAG 51:3",NA,NA,NA,NA
"TAG 52:0",NA,NA,NA,NA
"TAG 52:1",NA,NA,NA,NA
"TAG 52:2",NA,NA,NA,NA
"TAG 52:3",NA,NA,NA,NA
"TAG 52:4",NA,NA,NA,NA
"TAG 52:5",NA,NA,NA,NA
"TAG 53:0",NA,NA,NA,NA
"TAG 53:1",NA,NA,NA,NA
"TAG 53:2",NA,NA,NA,NA
"TAG 53:3",NA,NA,NA,NA
"TAG 54:0",NA,NA,NA,NA
"TAG 54:1",NA,NA,NA,NA
"TAG 54:2",NA,NA,NA,NA
"TAG 54:3",NA,NA,NA,NA
"TAG 54:4",NA,NA,NA,NA
"TAG 54:5",NA,NA,NA,NA
"TAG 54:6",NA,NA,NA,NA
"TAG 55:1",NA,NA,NA,NA
"TAG 55:2",NA,NA,NA,NA
"TAG 55:3",NA,NA,NA,NA
"TAG 56:0",NA,NA,NA,NA
"TAG 56:1",NA,NA,NA,NA
"TAG 56:2",NA,NA,NA,NA
"TAG 56:3",NA,NA,NA,NA
"TAG 56:4",NA,NA,NA,NA
"TAG 56:5",NA,NA,NA,NA
"TAG 56:6",NA,NA,NA,NA
"TAG 56:7",NA,NA,NA,NA
"TAG 58:1",NA,NA,NA,NA
"TAG 58:2",NA,NA,NA,NA
"TAG 58:3",NA,NA,NA,NA
"TAG 58:4",NA,NA,NA,NA
"TAG 58:5",NA,NA,NA,NA
"TAG 58:6",NA,NA,NA,NA
"TAG 58:7",NA,NA,NA,NA
"TAG 58:8",NA,NA,NA,NA
"TAG 58:9",NA,NA,NA,NA
"TAG 59:3",NA,NA,NA,NA
"TAG 59:4",NA,NA,NA,NA
"TAG 60:0",NA,NA,NA,NA
"TAG 60:1",NA,NA,NA,NA
"TAG 60:2",NA,NA,NA,NA
"TAG 60:3",NA,NA,NA,NA
"TAG 60:4",NA,NA,NA,NA
"TAG 60:5",NA,NA,NA,NA
"TAG 60:7",NA,NA,NA,NA
