"","Sample.1","Sample.2","Sample.3","Sample.4"
"DAG 30:1",NA,NA,NA,NA
"DAG 30:0",NA,NA,NA,NA
"DAG 32:2",NA,NA,NA,NA
"DAG 32:1",NA,NA,NA,NA
"DAG 32:0",NA,NA,NA,NA
"DAG 34:2",NA,NA,NA,NA
"DAG 34:1",NA,NA,NA,NA
"DAG 34:0",NA,NA,NA,NA
"DAG 36:5",NA,NA,NA,NA
"DAG 36:4",NA,NA,NA,NA
"DAG 36:3",NA,NA,NA,NA
"DAG 36:2",NA,NA,NA,NA
"DAG 36:1",NA,NA,NA,NA
"DAG 36:0",NA,NA,NA,NA
"DAG 38:6",NA,NA,NA,NA
"DAG 38:5",NA,NA,NA,NA
"DAG 38:4",NA,NA,NA,NA
"DAG 38:3",NA,NA,NA,NA
"DAG 38:2",NA,NA,NA,NA
"DAG 38:1",NA,NA,NA,NA
"DAG 40:6",NA,NA,NA,NA
"DAG 40:5",NA,NA,NA,NA
"DAG 40:4",NA,NA,NA,NA
"DAG 40:3",NA,NA,NA,NA
"DAG 40:2",NA,NA,NA,NA
"DAG 40:1",NA,NA,NA,NA
"DAG 40:0",NA,NA,NA,NA
