"","Sample.1","Sample.2","Sample.3","Sample.4"
"PC O-30:2",NA,NA,NA,NA
"PC O-30:1",NA,NA,NA,NA
"PC O-30:0",NA,NA,NA,NA
"PC 30:2",NA,NA,NA,NA
"PC 30:1",NA,NA,NA,NA
"PC 30:0",NA,NA,NA,NA
"PC O-32:2",NA,NA,NA,NA
"PC O-32:1",NA,NA,NA,NA
"PC O-32:0",NA,NA,NA,NA
"PC 32:3",NA,NA,NA,NA
"PC 32:2",NA,NA,NA,NA
"PC 32:1",NA,NA,NA,NA
"PC 32:0",NA,NA,NA,NA
"PC O-34:3",NA,NA,NA,NA
"PC O-34:2",NA,NA,NA,NA
"PC O-34:1",NA,NA,NA,NA
"PC O-34:0",NA,NA,NA,NA
"PC 34:3",NA,NA,NA,NA
"PC 34:2",NA,NA,NA,NA
"PC 34:1",NA,NA,NA,NA
"PC 34:0",NA,NA,NA,NA
"PC O-36:6",NA,NA,NA,NA
"PC O-36:5",NA,NA,NA,NA
"PC O-36:4",NA,NA,NA,NA
"PC O-36:3",NA,NA,NA,NA
"PC O-36:2",NA,NA,NA,NA
"PC O-36:1",NA,NA,NA,NA
"PC O-36:0",NA,NA,NA,NA
"PC 36:6",NA,NA,NA,NA
"PC 36:5",NA,NA,NA,NA
"PC 36:4",NA,NA,NA,NA
"PC 36:3",NA,NA,NA,NA
"PC 36:2",NA,NA,NA,NA
"PC 36:1",NA,NA,NA,NA
"PC 36:0",NA,NA,NA,NA
"PC O-38:6",NA,NA,NA,NA
"PC O-38:5",NA,NA,NA,NA
"PC O-38:4",NA,NA,NA,NA
"PC O-38:3",NA,NA,NA,NA
"PC O-38:2",NA,NA,NA,NA
"PC O-38:1",NA,NA,NA,NA
"PC 38:7",NA,NA,NA,NA
"PC 38:6",NA,NA,NA,NA
"PC 38:5",NA,NA,NA,NA
"PC 38:4",NA,NA,NA,NA
"PC 38:3",NA,NA,NA,NA
"PC 38:2",NA,NA,NA,NA
"PC 38:1",NA,NA,NA,NA
"PC 38:0",NA,NA,NA,NA
"PC O-40:1",NA,NA,NA,NA
"PC 40:7",NA,NA,NA,NA
"PC 40:6",NA,NA,NA,NA
"PC 40:5",NA,NA,NA,NA
"PC 40:4",NA,NA,NA,NA
